,symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-L/100km,highway-mpg,price,price-binned
129,1,115.0,porsche,gas,std,two,hatchback,rwd,front,98.4,0.13380020283744012,72.3,50.5,3366,dohcv,eight,203,mpfi,3.94,3.11,10.0,288.0,5750.0,13.823529411764707,28,10295.0,Low
130,0,115.0,renault,gas,std,four,wagon,fwd,front,96.1,0.6039197098519595,66.5,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,95.0,5200.0,10.217391304347826,31,9295.0,Low
131,2,115.0,renault,gas,std,two,hatchback,fwd,front,96.1,0.2229607989953679,66.6,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,95.0,5200.0,10.217391304347826,31,9895.0,Low
132,3,150.0,saab,gas,std,two,hatchback,fwd,front,99.1,1.0173006556750703,66.5,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,11.19047619047619,28,11850.0,Low
133,2,104.0,saab,gas,std,four,sedan,fwd,front,99.1,1.0173006556750703,66.5,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,11.19047619047619,28,12170.0,Low
134,3,150.0,saab,gas,std,two,hatchback,fwd,front,99.1,1.0173006556750703,66.5,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,11.19047619047619,28,15040.0,Low
135,2,104.0,saab,gas,std,four,sedan,fwd,front,99.1,1.0173006556750703,66.5,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,11.19047619047619,28,15510.0,Low
136,3,150.0,saab,gas,turbo,two,hatchback,fwd,front,99.1,1.0173006556750703,66.5,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,12.368421052631579,26,18150.0,Low
137,2,104.0,saab,gas,turbo,four,sedan,fwd,front,99.1,1.0173006556750703,66.5,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,12.368421052631579,26,18620.0,Medium
138,2,83.0,subaru,gas,std,two,hatchback,fwd,front,93.7,-1.390035440588929,63.4,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,7.580645161290323,36,5118.0,Low
139,2,83.0,subaru,gas,std,two,hatchback,fwd,front,93.7,-1.3089803531726327,63.6,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.038461538461538,31,7053.0,Low
140,2,83.0,subaru,gas,std,two,hatchback,4wd,front,93.3,-1.35761340562241,63.8,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.038461538461538,31,7603.0,Low
141,0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,-0.16610362060285527,65.4,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,7.34375,37,7126.0,Low
142,0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,-0.16610362060285527,65.4,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,8.392857142857142,33,7775.0,Low
143,0,102.0,subaru,gas,std,four,sedan,fwd,front,97.2,-0.16610362060285527,65.4,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9.038461538461538,32,9960.0,Low
144,0,102.0,subaru,gas,std,four,sedan,4wd,front,97.0,-0.16610362060285527,65.4,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,9.791666666666666,25,9233.0,Low
145,0,102.0,subaru,gas,turbo,four,sedan,4wd,front,97.0,-0.16610362060285527,65.4,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,9.791666666666666,29,11259.0,Low
146,0,89.0,subaru,gas,std,four,wagon,fwd,front,97.0,-0.04452098947841082,65.4,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,8.392857142857142,32,7463.0,Low
147,0,89.0,subaru,gas,std,four,wagon,fwd,front,97.0,-0.04452098947841082,65.4,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9.4,31,10198.0,Low
148,0,85.0,subaru,gas,std,four,wagon,4wd,front,96.9,-0.03641548073678166,65.4,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,10.217391304347826,29,8013.0,Low
149,0,85.0,subaru,gas,turbo,four,wagon,4wd,front,96.9,-0.03641548073678166,65.4,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,10.217391304347826,23,11694.0,Low
150,1,87.0,toyota,gas,std,two,hatchback,fwd,front,95.7,-1.244136283239597,63.6,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6.714285714285714,39,5348.0,Low
151,1,87.0,toyota,gas,std,two,hatchback,fwd,front,95.7,-1.244136283239597,63.6,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,38,6338.0,Low
152,1,74.0,toyota,gas,std,four,hatchback,fwd,front,95.7,-1.244136283239597,63.6,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,38,6488.0,Low
153,0,77.0,toyota,gas,std,four,wagon,fwd,front,95.7,-0.3525303216603377,63.6,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.580645161290323,37,6918.0,Low
154,0,81.0,toyota,gas,std,four,wagon,4wd,front,95.7,-0.3525303216603377,63.6,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.703703703703704,32,7898.0,Low
155,0,91.0,toyota,gas,std,four,wagon,4wd,front,95.7,-0.3525303216603377,63.6,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.703703703703704,32,8778.0,Low
156,0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,-0.6281176188757432,64.4,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7.833333333333333,37,6938.0,Low
157,0,91.0,toyota,gas,std,four,hatchback,fwd,front,95.7,-0.6281176188757432,64.4,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7.833333333333333,37,7198.0,Low
158,0,91.0,toyota,diesel,std,four,sedan,fwd,front,95.7,-0.6281176188757432,64.4,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,6.911764705882353,36,7898.0,Low
159,0,91.0,toyota,diesel,std,four,hatchback,fwd,front,95.7,-0.6281176188757432,64.4,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,6.184210526315789,47,7788.0,Low
160,0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,-0.6281176188757432,64.4,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,6.184210526315789,47,7738.0,Low
161,0,91.0,toyota,gas,std,four,hatchback,fwd,front,95.7,-0.6281176188757432,64.4,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.392857142857142,34,8358.0,Low
162,0,91.0,toyota,gas,std,four,sedan,fwd,front,95.7,-0.6281176188757432,64.4,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.392857142857142,34,9258.0,Low
163,1,168.0,toyota,gas,std,two,sedan,rwd,front,94.5,-0.433585409076634,64.0,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.10344827586207,34,8058.0,Low
164,1,168.0,toyota,gas,std,two,hatchback,rwd,front,94.5,-0.433585409076634,64.0,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.10344827586207,34,8238.0,Low
165,1,168.0,toyota,gas,std,two,sedan,rwd,front,94.5,-0.433585409076634,64.0,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.038461538461538,29,9298.0,Low
166,1,168.0,toyota,gas,std,two,hatchback,rwd,front,94.5,-0.433585409076634,64.0,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.038461538461538,29,9538.0,Low
167,2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,0.17432774654558827,65.6,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,8449.0,Low
168,2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,0.17432774654558827,65.6,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,9639.0,Low
169,2,134.0,toyota,gas,std,two,hatchback,rwd,front,98.4,0.17432774654558827,65.6,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,9989.0,Low
170,2,134.0,toyota,gas,std,two,hardtop,rwd,front,98.4,0.17432774654558827,65.6,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,11199.0,Low
171,2,134.0,toyota,gas,std,two,hatchback,rwd,front,98.4,0.17432774654558827,65.6,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,11549.0,Low
172,2,134.0,toyota,gas,std,two,convertible,rwd,front,98.4,0.17432774654558827,65.6,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.791666666666666,30,17669.0,Low
173,-1,65.0,toyota,gas,std,four,sedan,fwd,front,102.4,0.12569469409581094,66.5,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.10344827586207,34,8948.0,Low
174,-1,65.0,toyota,diesel,turbo,four,sedan,fwd,front,102.4,0.12569469409581094,66.5,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,7.833333333333333,33,10698.0,Low
175,-1,65.0,toyota,gas,std,four,hatchback,fwd,front,102.4,0.12569469409581094,66.5,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,32,9988.0,Low
176,-1,65.0,toyota,gas,std,four,sedan,fwd,front,102.4,0.12569469409581094,66.5,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,32,10898.0,Low
177,-1,65.0,toyota,gas,std,four,hatchback,fwd,front,102.4,0.12569469409581094,66.5,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.703703703703704,32,11248.0,Low
178,3,197.0,toyota,gas,std,two,hatchback,rwd,front,102.9,0.7660298846845521,67.7,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,11.75,24,16558.0,Low
179,3,197.0,toyota,gas,std,two,hatchback,rwd,front,102.9,0.7660298846845521,67.7,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,12.368421052631579,24,15998.0,Low
180,-1,90.0,toyota,gas,std,four,sedan,rwd,front,104.5,1.1145667605746272,66.5,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,11.75,24,15690.0,Low
181,-1,115.0,toyota,gas,std,four,wagon,rwd,front,104.5,1.1145667605746272,66.5,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,12.368421052631579,24,15750.0,Low
182,2,122.0,volkswagen,diesel,std,two,sedan,fwd,front,97.3,-0.19042014682774508,65.5,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.351351351351352,46,7775.0,Low
183,2,122.0,volkswagen,gas,std,two,sedan,fwd,front,97.3,-0.19042014682774508,65.5,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,34,7975.0,Low
184,2,94.0,volkswagen,diesel,std,four,sedan,fwd,front,97.3,-0.19042014682774508,65.5,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.351351351351352,46,7995.0,Low
185,2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,-0.19042014682774508,65.5,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,34,8195.0,Low
186,2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,-0.19042014682774508,65.5,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.703703703703704,34,8495.0,Low
187,2,94.0,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,-0.19042014682774508,65.5,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,6.351351351351352,42,9495.0,Low
188,2,94.0,volkswagen,gas,std,four,sedan,fwd,front,97.3,-0.19042014682774508,65.5,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,9.038461538461538,32,9995.0,Low
189,3,115.0,volkswagen,gas,std,two,convertible,fwd,front,94.5,-1.1955032307898175,64.2,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9.791666666666666,29,11595.0,Low
190,3,256.0,volkswagen,gas,std,two,hatchback,fwd,front,94.5,-0.6767506713255229,64.0,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9.791666666666666,29,9980.0,Low
191,0,115.0,volkswagen,gas,std,four,sedan,fwd,front,100.4,0.49854809621077345,66.9,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,12.368421052631579,24,13295.0,Low
192,0,115.0,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,0.49854809621077345,66.9,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,7.121212121212121,38,13845.0,Low
193,0,115.0,volkswagen,gas,std,four,wagon,fwd,front,100.4,0.7336078497180332,66.9,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,9.4,31,12290.0,Low
194,-2,103.0,volvo,gas,std,four,sedan,rwd,front,104.3,1.1956218479909235,67.2,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,28,12940.0,Low
195,-1,74.0,volvo,gas,std,four,wagon,rwd,front,104.3,1.1956218479909235,67.2,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,28,13415.0,Low
196,-2,103.0,volvo,gas,std,four,sedan,rwd,front,104.3,1.1956218479909235,67.2,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.791666666666666,28,15985.0,Low
197,-1,74.0,volvo,gas,std,four,wagon,rwd,front,104.3,1.1956218479909235,67.2,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.791666666666666,28,16515.0,Low
198,-2,103.0,volvo,gas,turbo,four,sedan,rwd,front,104.3,1.1956218479909235,67.2,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,13.823529411764707,22,18420.0,Low
199,-1,74.0,volvo,gas,turbo,four,wagon,rwd,front,104.3,1.1956218479909235,67.2,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,13.823529411764707,22,18950.0,Medium
200,-1,95.0,volvo,gas,std,four,sedan,rwd,front,109.1,1.1956218479909235,68.9,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.217391304347826,28,16845.0,Low
201,-1,95.0,volvo,gas,turbo,four,sedan,rwd,front,109.1,1.1956218479909235,68.8,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,12.368421052631579,25,19045.0,Medium
202,-1,95.0,volvo,gas,std,four,sedan,rwd,front,109.1,1.1956218479909235,68.9,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,13.055555555555555,23,21485.0,Medium
203,-1,95.0,volvo,diesel,turbo,four,sedan,rwd,front,109.1,1.1956218479909235,68.9,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,9.038461538461538,27,22470.0,Medium
204,-1,95.0,volvo,gas,turbo,four,sedan,rwd,front,109.1,1.1956218479909235,68.9,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,12.368421052631579,25,22625.0,Medium
